Name,Distance,Distance_err,RA,Dec,SpectralType,Mass,Notes,OtherNames,Constellation,Source
Hip 36215,64.00,0.0,0.0,0.0,M2V,,Hip 6215,,,https://chview.nova.org/solcom/
LP 127-371 A,64.00,0.0,0.0,0.0,M4 V,,"G 196-22, LHS 2262",,Ursa Major,https://chview.nova.org/solcom/
G 139-39,64.20,0.0,0.0,0.0,MV,,"GJ 1219, G 139-39, LHS 448",,,https://chview.nova.org/solcom/
LP 605-23,64.20,0.0,0.0,0.0,MV,,LHS 2026,,,https://chview.nova.org/solcom/
G 140-9 A,64.20,0.0,0.0,0.0,M2V,,"Hip 86707, G 140-9",,,https://chview.nova.org/solcom/
AC+36 64438,64.20,0.0,0.0,0.0,M0V,,"Gl 906, Hip 117197, G 130-9, V 347",,,https://chview.nova.org/solcom/
"LP 12-361 B,-362",64.30,0.0,0.0,0.0,MV,,"Sep= 11"", 220 AU; 64 d (LHS); GJ 1010 B, G 252-52, LHS 1066",,,https://chview.nova.org/solcom/
LP 12-361 A,64.30,0.0,0.0,0.0,M1.5 V,,"GJ 1010 A, Hip 1860, G 242-51, LHS 1065",,Cepheus,https://chview.nova.org/solcom/
G 194-50,64.30,0.0,0.0,0.0,M3.5 V,,"G 194-50, LHS 259",,Ursa Major,https://chview.nova.org/solcom/
BD+33 1505,64.50,0.0,0.0,0.0,M1.5V,,"Gl 270, Hip 35495, BD+33 1505,G 87-33, LHS 1912, V 16",,,https://chview.nova.org/solcom/
AC+27 66379,64.50,0.0,0.0,0.0,M0.5V,,"Gl 851.5, Hip 109812, G 127-11, LHS 3781, V 206",,,https://chview.nova.org/solcom/
AC+23 368-59 C,64.50,0.0,0.0,0.0,MV,,"L 1307-14, Gl 140 C",,,https://chview.nova.org/solcom/
AC+23 368-59 A,64.50,0.0,0.0,0.0,M0V,,"V(AB)= 10.38, d(m)= 1.4; Gl 140 A, Hip 15844, V 419",,,https://chview.nova.org/solcom/
G 13-51,64.60,0.0,0.0,0.0,MV,,"GJ 1162, G 13-51, LHS 2595",,,https://chview.nova.org/solcom/
G 124-72,64.60,0.0,0.0,0.0,MV,,"GJ 1185, G 124-72, LHS 2979",,,https://chview.nova.org/solcom/
LP 28-158,64.60,0.0,0.0,0.0,M3.5 V,,"G 242-60, LHS 1101",,Cassiopeia,https://chview.nova.org/solcom/
Wolf 953,64.70,0.0,0.0,0.0,M1V,,"LTT 16412, Hip 108380, G 18-8, G 18-8",,,https://chview.nova.org/solcom/
CD-58 7734,64.80,0.0,0.0,0.0,MV,,"Wo 9692, Sm 54, Gl 788.1, Hip 100490, CD-58 7734, LHS 3542",,,https://chview.nova.org/solcom/
L 728-1,64.80,0.0,0.0,0.0,M3V,,"LFT 185, LTT 1122, LP 709-40, Hip 10072, LHS 1347",,,https://chview.nova.org/solcom/
LP 57-41 A,65.90,0.0,0.0,0.0,M3.5 V,,"LHS 214, LDS 1201, G 249-",,Camelopardalis,https://chview.nova.org/solcom/
BD+19 4499,65.00,0.0,0.0,0.0,M1.5Ve,,"Gl 804, Hip 102357, HD 352860, BD+19 4499, G 144-34, LHS 3576",,,https://chview.nova.org/solcom/
BD-19 5899 A,65.00,0.0,0.0,0.0,M1-2V,,"V(AB)= 10.78, d(m)= 3.2; Gl 800 A, Hip 102235, BD-19 5899",,,https://chview.nova.org/solcom/
AC-68 3972-162 A,65.00,0.0,0.0,0.0,MV,,"L 117-123, LTT 8456, AC-68 3972-162, Wo 9732, Hip 105336",,,https://chview.nova.org/solcom/
LP 141-11,65.10,0.0,0.0,0.0,M1V,,LH S3409,,,https://chview.nova.org/solcom/
L 290-28,65.10,0.0,0.0,0.0,M3-6V,,"Var; R-I= 1.42 Weistrop; LTT 183, Sm 163, Hip 1720, LHS 5004a",,,https://chview.nova.org/solcom/
Alpha Tauri B,65.10,0.0,0.0,0.0,M2V,,"AB: sep= 30.4"", 607 AU; 110 d; Wo 9159 B, Gl 171.1 B",,Taurus,https://chview.nova.org/solcom/
Wo 9300,65.20,0.0,0.0,0.0,M4V,,"B1950= 9:28:44+20:30.8 (?= Hip 46739, HD 82263, BD+20 2331; K0; 526ly)",,,https://chview.nova.org/solcom/
Wo 9041,65.20,0.0,0.0,0.0,M4V,,CC79; B1950= 1:4:57+33:56.1,,,https://chview.nova.org/solcom/
G 163-51 A,65.20,0.0,0.0,0.0,M6V,,"GJ 1142 A, G 163-51",,,https://chview.nova.org/solcom/
L 288-117,65.20,0.0,0.0,0.0,MV,,"LFT 1824, LTT 9699, LHS 4012",,,https://chview.nova.org/solcom/
L 86-66 A,65.20,0.0,0.0,0.0,MV,,"LFT 24, LTT 118, NN A, LHS 1051",,,https://chview.nova.org/solcom/
L 1180-118,65.20,0.0,0.0,0.0,MV,,"LTT 12392, LP 486-49, G 9-46",,,https://chview.nova.org/solcom/
L 1338-13,65.20,0.0,0.0,0.0,MV,,"LTT 13935, LP 379-51, G 150-07",,,https://chview.nova.org/solcom/
Ross 1022,65.20,0.0,0.0,0.0,M3V,,"LTT 13973, G 150-25, LHS 2771",,,https://chview.nova.org/solcom/
AC+82 1874,65.20,0.0,0.0,0.0,MV,,"LTT 18178, G 253-53",,,https://chview.nova.org/solcom/
L 898-42,65.20,0.0,0.0,0.0,M4V,,"LTT 4009, LP 671-10, G 163-23, LHS 2328",,,https://chview.nova.org/solcom/
L 829-10,65.20,0.0,0.0,0.0,M5-6V,,"LTT 4484, LP 734-14",,,https://chview.nova.org/solcom/
L 258-126,65.20,0.0,0.0,0.0,MV,,"LTT 5376, LHS 2813",,,https://chview.nova.org/solcom/
LP 89-101,65.20,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 144-39,65.20,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 156-63,65.20,0.0,0.0,0.0,MV,,LHS 3872,,,https://chview.nova.org/solcom/
G 166-33,65.20,0.0,0.0,0.0,MV,,LHS 2925,,,https://chview.nova.org/solcom/
G 216-11,65.20,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LP 48-822,65.20,0.0,0.0,0.0,M2V,,"G 241-44,LHS 534",,,https://chview.nova.org/solcom/
LP 892-51,65.20,0.0,0.0,0.0,MV,,LHS 1767,,,https://chview.nova.org/solcom/
LP 926-31,65.20,0.0,0.0,0.0,MV,,LHS 3516,,,https://chview.nova.org/solcom/
LP 762-3,65.20,0.0,0.0,0.0,MV,,LHS 3909,,,https://chview.nova.org/solcom/
LP 322-936,65.20,0.0,0.0,0.0,MV,,"San 232, LHS 2691",,,https://chview.nova.org/solcom/
"L 86-66 B, -67",65.20,0.0,0.0,0.0,MV,,"Sep= 48"", 960 AU; 288 d; LFT 25, LTT 119, NN B, LHS 1049",,,https://chview.nova.org/solcom/
LTT 12449 B,65.20,0.0,0.0,0.0,MV,,"Sep= 76"", 1500 AU; 302 d; LP 313-38, NN B",,,https://chview.nova.org/solcom/
LTT 17032,65.20,0.0,0.0,0.0,M5V,,Wo 9842,,,https://chview.nova.org/solcom/
CD-33 8748,65.30,0.0,0.0,0.0,MVp,,"Hip 63480, CD-33 8748",,,https://chview.nova.org/solcom/
BD+65 1846,65.30,0.0,0.0,0.0,M1V,,"GJ 1278, Hip 113944, BD+65 1846, G 241-41, V 77",,,https://chview.nova.org/solcom/
BD+02 2098,65.30,0.0,0.0,0.0,M1V,,"Gl 328, Hip 43790, BD+02 2098, G 46-9, LHS 255, V 537",,,https://chview.nova.org/solcom/
L 1226-9 A,65.40,0.0,0.0,0.0,M4V,,"LP 404-61, L 1226-9, GJ 1006 A, Hip 1295, G 32-6, LHS 107",,,https://chview.nova.org/solcom/
"L 1226-9 B,-8",65.40,0.0,0.0,0.0,M4.5V,,"LP 404-62, L 1226-8, GJ 1006 B, G 32-7, LHS 108",,,https://chview.nova.org/solcom/
Ross 991,65.40,0.0,0.0,0.0,M2.5-KV,,"LFT 941, LTT 13622, Hip 62374, G 123-60, LHS 2633",,,https://chview.nova.org/solcom/
"L 190-266 B,-265?",65.40,0.0,0.0,0.0,MV,,"Gl 389 B, LHS 2254",,,https://chview.nova.org/solcom/
L 190-266 A,65.40,0.0,0.0,0.0,M3V,,"Sep= 12"", 240 AU; 23 d; Gl 389 A, Hip 50808, LHS 2253",,,https://chview.nova.org/solcom/
BD-06 1339,65.60,0.0,0.0,0.0,M0V,,"Gl 1221, Hip 27803, BD-06 1339, V 10",,,https://chview.nova.org/solcom/
CP-45 5806 B,65.60,0.0,0.0,0.0,MV,,"L 326-41, Gl 456.1 B",,,https://chview.nova.org/solcom/
CD-45 7581 B,65.60,0.0,0.0,0.0,MV,,Wo 9391 B,,,https://chview.nova.org/solcom/
Ross 625,66.60,0.0,0.0,0.0,M3 V,,"LTT 12366, G 46-17, GJ 3527",,Hydra,https://chview.nova.org/solcom/
LTT 12371,66.70,0.0,0.0,0.0,M2.5 V,,"Hip 44376, LHS 2094, G 41-18",,Cancer,https://chview.nova.org/solcom/
LP 733-24,67.70,+/-,0.0,0.0,M3 V,,"LHS 2460, GJ 3688",,Crater-Corvus,https://chview.nova.org/solcom/
G 115-68 A,65.80,0.0,0.0,0.0,MV,,"GJ 1122 A, G 115-68",,,https://chview.nova.org/solcom/
"G 115-68 B, -69",65.80,0.0,0.0,0.0,MV,,"Sep= 9"", 180 AU; 180 d (Giclas); GJ 1122 B, G 115-69",,,https://chview.nova.org/solcom/
BD-09 956 A,65.80,0.0,0.0,0.0,M0V,,"Sep= 2"", 160 AU; d(m)= .1, V(AB)= 10.27; Wor 17, Wo 9163 A, Hip 21765, BD-09 956, V 452",,,https://chview.nova.org/solcom/
"LP 57-41 B, -40",65.90,0.0,0.0,0.0,MV,,"Sep= 56"", 1100 AU; 193 d (NLTT); NN B, G 249-27, LHS 213",,,https://chview.nova.org/solcom/
G 177-4,66.00,0.0,0.0,0.0,MV,,"G 177-4, LHS 2651",,,https://chview.nova.org/solcom/
CD-24 17445,66.10,0.0,0.0,0.0,M2V,,"Sep= 75"", 1500 AU; 324 d; Steph 1682, LTT 9315, L 718-70, NN B,Hip 113605, CD-24 17445",,,https://chview.nova.org/solcom/
Ross 84,66.20,0.0,0.0,0.0,M3V,,"Gl 351.1, G 41-43, LHS 2154",,,https://chview.nova.org/solcom/
L 1405-9,66.20,0.0,0.0,0.0,M3V,,"Gl 455, G 121-45, LHS 2497",,,https://chview.nova.org/solcom/
CD-24 17443,66.40,0.0,0.0,0.0,M1V,,"Steph 1681 - comp B (NLTT); LTT 9310, L 718-71, NN A, Hip 113602, CD-24 17443",,,https://chview.nova.org/solcom/
Sm 79,66.60,0.0,0.0,0.0,M7V,,BPM 43997,,,https://chview.nova.org/solcom/
Wo 9197,66.60,0.0,0.0,0.0,M5V,,CC 365; B1950= 6:0:47+24:9.4,,,https://chview.nova.org/solcom/
BD-08 2689,66.60,0.0,0.0,0.0,M0V,,"Gl 346, V 268",,,https://chview.nova.org/solcom/
L 89-27,66.60,0.0,0.0,0.0,M0V,,"Gl 85, LHS 150",,,https://chview.nova.org/solcom/
L 1617-7 A,66.60,0.0,0.0,0.0,MV,,"LP 167-64, NN A, G 146-43",,,https://chview.nova.org/solcom/
L 1498-10,66.60,0.0,0.0,0.0,MV,,"LTT 15504, LP 280-9, G 206-37",,,https://chview.nova.org/solcom/
L 1575-70,66.60,0.0,0.0,0.0,MV,,"LTT 16018, LP 284-7, G 209-38",,,https://chview.nova.org/solcom/
L 44-59,66.60,0.0,0.0,0.0,MV,,"LTT 7245, LHS 3378",,,https://chview.nova.org/solcom/
L 159-20,66.60,0.0,0.0,0.0,MV,,"LTT 7469, LHS 3418",,,https://chview.nova.org/solcom/
Wolf 939,66.60,0.0,0.0,0.0,M3.5V,,"LTT 8681, G 26-28",,,https://chview.nova.org/solcom/
L 499-75,66.60,0.0,0.0,0.0,M3.5V,,"LTT 8846, LP 983-87, LHS 3756",,,https://chview.nova.org/solcom/
Steph 1145,66.60,0.0,0.0,0.0,M0Ve,,NN,,,https://chview.nova.org/solcom/
G 172-15,66.60,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LP 1-52,66.60,0.0,0.0,0.0,MV,,G 265-15,,,https://chview.nova.org/solcom/
LP 779-10,66.60,0.0,0.0,0.0,MV,,LHS 1807,,,https://chview.nova.org/solcom/
LP 801-53,66.60,0.0,0.0,0.0,MV,,LHS 3022,,,https://chview.nova.org/solcom/
LP 861-12,66.60,0.0,0.0,0.0,MV,,LHS 3147,,,https://chview.nova.org/solcom/
Ross 773 B,66.60,0.0,0.0,0.0,M4V,,"Sep= 4"", 82 AU; 173 d (NLTT); LTT 16246, NN B",,,https://chview.nova.org/solcom/
L 1617-7 B,66.60,0.0,0.0,0.0,MV,,"Sep= 46.5"", 950 AU; 285 d; LP 167-63, NN B",,,https://chview.nova.org/solcom/
Ross 773 A,66.60,0.0,0.0,0.0,M3V,,"V(AB)= 12.23, d(m)= 1.5; LTT 16245, NN A, G 145-31",,,https://chview.nova.org/solcom/
LTT 16844,66.60,0.0,0.0,0.0,M4V,,"Viln 82, no35; G 29-19",,,https://chview.nova.org/solcom/
IE 1058.2+1220,66.60,0.0,0.0,0.0,M5Ve,,"V-R(kc)= 1.48, R-I(kc)= 1.87 FLGM, NN",,,https://chview.nova.org/solcom/
AC+22 214-129,66.60,0.0,0.0,0.0,M0Ve,,"GJ 2079, Hip 50156,V 124",,,https://chview.nova.org/solcom/
L 829-26,66.60,0.0,0.0,0.0,M3V,,"Gl443,Hip 57459, LHS 314",,,https://chview.nova.org/solcom/
BD+15 4074 B,66.80,0.0,0.0,0.0,MV,,"Gl 783.2 B, G 143-35, LHS 3530",,,https://chview.nova.org/solcom/
Wolf 1487,66.90,0.0,0.0,0.0,M0.5V,,"GJ 1172, Hip 66222, BD+05 2767, G 62-50, V 48",,,https://chview.nova.org/solcom/
Ross 806 A,67.00,0.0,0.0,0.0,M3V,,"LTT 14715, LFT 1231, NN A, G 180-08, LHS 3129",,,https://chview.nova.org/solcom/
Ross 806 B,67.00,0.0,0.0,0.0,MV,,"Sep= 26"", 530 AU; 174 d; LTT 14716, LFT 1232, L 1489-3, LP 274-21, NN B, G 180-9, LHS 3130",,,https://chview.nova.org/solcom/
L 901-10 B,67.10,0.0,0.0,0.0,M3-4V,,"LP 673-42 B, Gl 452 B, Hip 57959?, LHS 2470a",,,https://chview.nova.org/solcom/
USNO 717,67.10,0.0,0.0,0.0,MV,,"G 146-35, LHS 2268",,,https://chview.nova.org/solcom/
G 34-15,67.20,0.0,0.0,0.0,MV,,"GJ1034,G34-15,LHS139",,,https://chview.nova.org/solcom/
G 85-69,67.20,0.0,0.0,0.0,MV,,"GJ1078,G85-69",,,https://chview.nova.org/solcom/
BD-17 3337 B,67.30,0.0,0.0,0.0,M3.5V,,"LTT 4155, L 755-50, Gl 421 C, LHS 2378",,,https://chview.nova.org/solcom/
Ross 512,67.40,0.0,0.0,0.0,M3.5V,,"GJ 1193, G 137-22, LHS 3083",,,https://chview.nova.org/solcom/
CR Draconis A,67.40,0.0,0.0,0.0,M1.5Ve,,"Binary?; Wo 9552, Gl 616.2, Hip 79796, BD+55 1823, G 202-36, LHS 5315, V 161",,Draco,https://chview.nova.org/solcom/
AC+76 4935,67.50,0.0,0.0,0.0,M1V,,"LTT 14140, G 255-49, LHS 2866",,,https://chview.nova.org/solcom/
LP 313-42,67.50,0.0,0.0,0.0,MV,,"USNO 714, LHS 266",,,https://chview.nova.org/solcom/
BD+10 4534,67.60,0.0,0.0,0.0,M0V,,Hip 105533,,,https://chview.nova.org/solcom/
BD+33 1646 A,67.60,0.0,0.0,0.0,M0.5Ve,,"AC+33 29235, GJ 1108 A, Hip 39896, V 250",,,https://chview.nova.org/solcom/
BD+33 1646 B,67.60,0.0,0.0,0.0,M3Ve,,"Sep= 12.3"", 255 AU; 243 d (GSC 1983.13); GJ 1108 B",,,https://chview.nova.org/solcom/
Wolf 87,67.60,0.0,0.0,0.0,M2-3V,,"LTT 10622, Hip 8382, G 34-51",,,https://chview.nova.org/solcom/
CD-48 1982,67.70,0.0,0.0,0.0,M0V,,"LTT 2379, GJ 1084, Hip 27323, CP-48 720, U 126",,,https://chview.nova.org/solcom/
BD+22 176 B,67.70,0.0,0.0,0.0,M3V,,"Wo 9040 B, Gl 53.1 B, LHS 5028",,,https://chview.nova.org/solcom/
CD-50 13863,67.70,0.0,0.0,0.0,M3V,,"BPM 28112, Sm 122, Hip 113850",,,https://chview.nova.org/solcom/
BD-04 3665 B,67.80,0.0,0.0,0.0,M4V,,"Gl 544 B, LHS 2895",,,https://chview.nova.org/solcom/
BD+27 273,67.80,0.0,0.0,0.0,M0 V,,"Hip 8043, LHS 1289, G 35-08",,Pisces,https://chview.nova.org/solcom/
NN A*,68.00,0.0,0.0,0.0,M3Ve,,"*X-RayCompB?, Fleming 1988; B1950= 2:32:30+23:21.0; unnumbered GJ, No Other References",,,https://chview.nova.org/solcom/
AC+08 147-294 A,68.00,0.0,0.0,0.0,M1V,,"91.21ly= Hip76339?; NN A, V 811 A",,,https://chview.nova.org/solcom/
LP 571-80,68.00,0.0,0.0,0.0,MV,,"Bad Hip Plx=-17.28, e=6.49; NN, Hip93047",,,https://chview.nova.org/solcom/
Wo 9274,68.00,0.0,0.0,0.0,M4V,,CC 483; B1950= 8:39:58+44:40.6,,,https://chview.nova.org/solcom/
Wolf 205,68.00,0.0,0.0,0.0,M3.5V,,"Comp= Wolf 204; Wo 9120, LTT 11207, LFT 300, G 6-25, LHS 1574",,,https://chview.nova.org/solcom/
G 246-26,68.00,0.0,0.0,0.0,M3V,,,,,https://chview.nova.org/solcom/
L 1436-28,68.00,0.0,0.0,0.0,MV,,"LP 399-165, G 188-47",,,https://chview.nova.org/solcom/
LP 4-258,68.00,0.0,0.0,0.0,MV,,"LP 4-258, G 222-18",,,https://chview.nova.org/solcom/
Ross 388,68.00,0.0,0.0,0.0,M3V,,"LTT 11591, LFT 392, G 85-44, LHS 1740",,,https://chview.nova.org/solcom/
G 264-18 A,68.00,0.0,0.0,0.0,M1.5V,,"LTT 16470, NN A, G 264-18",,,https://chview.nova.org/solcom/
L 521-2,68.00,0.0,0.0,0.0,MV,,"LTT 2219, LP 892-26, LHS 1748",,,https://chview.nova.org/solcom/
L 691-20,68.00,0.0,0.0,0.0,M2.5V,,"LTT 5375, LP 798-44",,,https://chview.nova.org/solcom/
L 845-15 A,67.95,0.0,0.0,0.0,M3V,,"LTT 6883, LP 747-20",,,https://chview.nova.org/solcom/
Wolf 882,67.95,0.0,0.0,0.0,M3.5V,,"LTT 8247, G 24-30",,,https://chview.nova.org/solcom/
LP 336-6,68.00,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 118-66,68.00,0.0,0.0,0.0,M6Ve,,LHS 2274,,,https://chview.nova.org/solcom/
G 139-50,68.00,0.0,0.0,0.0,M4V,,NN,,,https://chview.nova.org/solcom/
G 244-49,68.00,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LTT 12058,68.00,0.0,0.0,0.0,MV,,G 50-1,,,https://chview.nova.org/solcom/
LTT 12227,68.00,0.0,0.0,0.0,MV,,"G 9-9, LHS 2027",,,https://chview.nova.org/solcom/
LP 928-7,68.00,0.0,0.0,0.0,MV,,LHS 3580,,,https://chview.nova.org/solcom/
LDS 3768 A,68.00,0.0,0.0,0.0,MV,,NN A,,,https://chview.nova.org/solcom/
LDS 3768 B,68.00,0.0,0.0,0.0,MV,,NN B,,,https://chview.nova.org/solcom/
IE 2344+641,68.00,0.0,0.0,0.0,M5Ve,,"R-I(KC)= 1.85, V-R(KC)= 1.49; NN",,,https://chview.nova.org/solcom/
"L 845-15 B, -16",68.00,0.0,0.0,0.0,M3V,,"Sep= 30"", 630 AU; 338 d; LTT 6882, LP 747-19, NN B",,,https://chview.nova.org/solcom/
Wo 9502,68.00,0.0,0.0,0.0,M0V,,V 727; B1950= 14:53:55-17:56.9,,,https://chview.nova.org/solcom/
LTT 2130,68.00,0.0,0.0,0.0,MV,,Wo 9171,,,https://chview.nova.org/solcom/
BD+13 2721,68.00,0.0,0.0,0.0,M0V,,"Gl 533, Hip 67808, G 65-12, LHS 2821, V 53",,,https://chview.nova.org/solcom/
AC+75 8347,68.00,0.0,0.0,0.0,M0-1V,,"LTT 18557, Wo 9764, Gl 842.2, Hip 108467, G 263-10, V 204",,,https://chview.nova.org/solcom/
G 17-38,68.00,0.0,0.0,0.0,M3.5 V,,"LHS 3246, G 19-3, GJ 3975",,Ophiuchus,https://chview.nova.org/solcom/
LP 711-43 A,68.00,0.0,0.0,0.0,M3 V,,"NLTT 9768, GJ 3196 A",,Eridanus,https://chview.nova.org/solcom/
"LP 711-43 B, -44",68.00,0.0,0.0,0.0,M3 V,,LP 711-44,,Eridanus,https://chview.nova.org/solcom/
Ross 727,68.00,0.0,0.0,0.0,M2.5 V,,"Gl 747.1, LHS 3437, CC 1131",,Sagittarius,https://chview.nova.org/solcom/
Ross 60,68.10,0.0,0.0,0.0,M3.5V,,"Gl 226.1, G 98-38, LHS 1814",,,https://chview.nova.org/solcom/
L 730-41,68.20,0.0,0.0,0.0,MV,,"LTT 1450?, Wo 9108?, LP 771-72, Gl 121.1, Hip 14165",,,https://chview.nova.org/solcom/
Tau Cygni B,68.20,0.0,0.0,0.0,M3V,,"Sep(Aab) B= 88"", 1800 AU; P= 45,000 years; Wo 9728 B, Gl 822.1 B, G 211-14",,Cygnus,https://chview.nova.org/solcom/
BD+19 4484 B,68.40,0.0,0.0,0.0,MV,,"L 1288-4, Gl 797 B, G 144-26",,,https://chview.nova.org/solcom/
G 207-30,68.50,0.0,0.0,0.0,MV,,LHS 3459,,,https://chview.nova.org/solcom/
BPM 14175 A,68.60,0.0,0.0,0.0,M2V,,"Sm 85, Hip 106803",,,https://chview.nova.org/solcom/
13 Ceti Ab,68.60,0.0,0.0,0.0,MV,,Spec. dou. B: P= 2.0819 days,,Cetus,https://chview.nova.org/solcom/
Hip 48190,68.70,0.0,0.0,0.0,M2V,,Hip 48190,,,https://chview.nova.org/solcom/
G 35-35,68.80,0.0,0.0,0.0,MV,,"GJ 1045, G 35-35, LHS 1366",,,https://chview.nova.org/solcom/
CD-51 89,68.80,0.0,0.0,0.0,M4V,,"LTT 197, LFT 39, Hip 1842, LHS 1064",,,https://chview.nova.org/solcom/
G 50-16 A,68.80,+/-,0.0,0.0,M4 V,,LHS 1972,,Canis Majoris-Monoceros,https://chview.nova.org/solcom/
CD-23 17748 B,68.90,0.0,0.0,0.0,M3 V,,"Gl 889 B, LTT 9361, G 275-2",,Aquarius,https://chview.nova.org/solcom/
CD-23 17748 C,68.90,0.0,0.0,0.0,M0 V,,"Gl 889 C, LHS 3899",,Aquarius,https://chview.nova.org/solcom/
Rob 526,69.00,0.0,0.0,0.0,M3V,,"Hip 107317, G 93-33",,,https://chview.nova.org/solcom/
BD+33 1814,69.00,0.0,0.0,0.0,M2V,,"COU 1561, Gl 336, Hip 44955, G 47-26, LHS 2113, V 540",,,https://chview.nova.org/solcom/
Wolf 321,69.10,0.0,0.0,0.0,M1.5V,,"Gl 318.1, G 115-20",,,https://chview.nova.org/solcom/
G 67-15,69.20,0.0,0.0,0.0,M3V,,"GJ 1271, Hip 112120, G 67-15, LHS 528",,,https://chview.nova.org/solcom/
GJ 2085,69.20,0.0,0.0,0.0,M1V,,"Hip 55625,LHS 303, G 10-19, LHS 303",,,https://chview.nova.org/solcom/
G 217-51,69.20,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
AC+41 509-35,69.30,0.0,0.0,0.0,M2V,,"Wo 9393, Hip 59378, G 123-8, V 636",,,https://chview.nova.org/solcom/
Wo 9682,69.40,0.0,0.0,0.0,MV,,CC 1181; B1950= 20:0:45-45:46.7,,,https://chview.nova.org/solcom/
Wo 9447,69.40,0.0,0.0,0.0,M6V,,CC 783; B1950= 13:27:30-8:26.6,,,https://chview.nova.org/solcom/
L 1509-40,69.40,0.0,0.0,0.0,MV,,"LP 344-44, G 128-03, LHS 3854",,,https://chview.nova.org/solcom/
LTT 13593,69.40,0.0,0.0,0.0,MV,,"LP 377-36, San 111",,,https://chview.nova.org/solcom/
L 1130-104,69.40,0.0,0.0,0.0,MV,,"LTT 14839, LP 564-54, G 17-7",,,https://chview.nova.org/solcom/
Wolf 750,69.40,0.0,0.0,0.0,MV,,LTT 15193,,,https://chview.nova.org/solcom/
L 1354-11,69.40,0.0,0.0,0.0,MV,,"LTT 15549, LP 391-10, G 184-36",,,https://chview.nova.org/solcom/
L 1223-62,69.40,0.0,0.0,0.0,MV,,"LTT 16893, LP 522-49, G 29-35, LHS 3948",,,https://chview.nova.org/solcom/
L 1440-32,69.40,0.0,0.0,0.0,MV,,"LTT 16945, LP 346-49, G 128-82",,,https://chview.nova.org/solcom/
Steph 1021,69.40,0.0,0.0,0.0,M4V,,NN,,,https://chview.nova.org/solcom/
LP 211-22,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LP 54-19,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 102-21,69.40,0.0,0.0,0.0,M3V,,NN,,,https://chview.nova.org/solcom/
G 126-34,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 139-5,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 146-5,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 170-54,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 180-21,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
G 203-71,69.40,0.0,0.0,0.0,MV,,LHS 3298,,,https://chview.nova.org/solcom/
G 205-47,69.40,0.0,0.0,0.0,MV,,NN,,,https://chview.nova.org/solcom/
LTT 10787,69.40,0.0,0.0,0.0,MV,,G 35-40,,,https://chview.nova.org/solcom/
LP 289-12,69.40,0.0,0.0,0.0,MV,,NN A,,,https://chview.nova.org/solcom/
LTT 17016,69.40,0.0,0.0,0.0,M4V,,"Rob 379, G 29-69",,,https://chview.nova.org/solcom/
LTT 8885 A,69.40,0.0,0.0,0.0,M0V,,"Wo 9768 A, CC 1337",,,https://chview.nova.org/solcom/
L 1307-8,69.00,0.0,0.0,0.0,M1.5 V,,"Hip 15332, LHS 1525, G 37-32",,Aries,https://chview.nova.org/solcom/
LTT 18046,69.10,+/-,0.0,0.0,M1 V,,"G 90-52, TYC 2470- 109-1",,Cancer,https://chview.nova.org/solcom/
L 806-34 A,69.30,0.0,0.0,0.0,M0 V,,"GJ 2033, Hip 19948, LTT 1919, G 160-61",,Eridanus,https://chview.nova.org/solcom/
AC+75 1146,69.50,0.0,0.0,0.0,M0V,,"Gl 122, Hip 14633, G 245-65, LHS 1505, V 97",,,https://chview.nova.org/solcom/
G 153-27,69.50,0.0,0.0,0.0,M2V,,"GJ 1198, LHS 412",,,https://chview.nova.org/solcom/
Ross 727,69.50,0.0,0.0,0.0,M3V,,"Ross 727, Gl 747.1, LHS 3437",,,https://chview.nova.org/solcom/
Ross 791,69.70,0.0,0.0,0.0,M4V,,"AC+10 22-181, LFT 242, Gl 120, G 5-7, LHS 163",,,https://chview.nova.org/solcom/
G 125-62,69.70,0.0,0.0,0.0,MV,,"GJ 1250, G 125-62, LHS 5354",,,https://chview.nova.org/solcom/
AC+39 60670 A,69.70,0.0,0.0,0.0,M0V,,"Var; V(AB)= 10.18, d(m)= 2; LP 286-6, Gl 834 A, Hip 106694,G 212-48, V 836",,,https://chview.nova.org/solcom/
BD+35 3145,69.80,0.0,0.0,0.0,M0-2V,,"G 182-37, Hip 88499, G 182-37",,,https://chview.nova.org/solcom/
